gene,mean_vcm3,mean_rest,log2fc,pval,fdr
ZC3HC1,0.18623869,0.18375549,0.01936555,0.6973049531783749,0.909511340291883
SURF1,0.062117912,0.05926201,0.06790066,0.6973869535746865,0.9094918541058812
CBY1,0.15836316,0.15355015,0.044526815,0.6977636882936936,0.9098566954234099
GPATCH2,0.6502316,0.66186374,-0.025580525,0.6979302954331807,0.9099474752298641
DCTN5,0.13351853,0.13672899,-0.034279108,0.6981584426697207,0.9101184534010449
C2orf69,0.07340567,0.0688397,0.09264946,0.6981635698873664,0.9099986958437443
MGLL,0.05543005,0.055012446,0.010910034,0.6986019979122924,0.9104436650108525
ARHGAP26-AS1,0.24065527,0.23737237,0.019815922,0.6986866184099971,0.9104274797114712
DCP1B,0.6203034,0.61428475,0.014066398,0.6989097267590352,0.9105917312113967
AP3S1,0.3431826,0.35128048,-0.03364694,0.6990148787915447,0.9106022761486076
ZSWIM5,0.16501625,0.16475907,0.0022501945,0.6992252001777287,0.9107498025916217
THG1L,0.050921116,0.04906982,0.05342722,0.6992482856383456,0.9106534447333369
ARPP19,0.19891457,0.21204206,-0.09220123,0.6992688062812051,0.9105537738418136
ENY2,0.22303021,0.22520818,-0.014019966,0.6993278043530515,0.9105042270941339
CENATAC,0.2859068,0.27995852,0.03033173,0.699630518655689,0.910771961430231
ENSG00000261632,0.114936106,0.11396957,0.012183189,0.7000384888503262,0.911176623528546
POLR2A,0.11891905,0.1128418,0.07567763,0.700123172762211,0.9111604392918663
IQCB1,0.21185252,0.21449827,-0.017905712,0.7001847634036518,0.911114209466444
STT3A,0.071064904,0.07202785,-0.019417286,0.700192462372475,0.9109978757424158
CENPJ,0.046192724,0.05119945,-0.14845991,0.7003567143785303,0.911085232154655
MYO15B,0.057388783,0.06282918,-0.13066363,0.7006031186614137,0.9112794203911525
BCR,0.13331476,0.1325089,0.008747101,0.7006185199754964,0.9111731292500841
AZI2,0.15750347,0.15713663,0.0033640862,0.7008752266581386,0.9113806481644707
TAPBPL,0.06818143,0.080638096,-0.2420795,0.7010934541980767,0.9115380802780426
KRCC1,0.19937566,0.20473547,-0.038271427,0.7013296812125442,0.9117188678309672
RELCH,0.3427425,0.35255805,-0.040735602,0.7013861745598811,0.9116659863841513
PIP5K1C,0.0720013,0.06790532,0.084496975,0.701486325914424,0.9116698586686696
RABL2B,0.063839756,0.06004004,0.08852863,0.7015120065843836,0.9115769592485716
ZNF880,0.06396535,0.064242944,-0.006247282,0.7015197108518585,0.9114607294297378
ZNF407-AS1,0.10412999,0.10900149,-0.0659616,0.7017868110895858,0.9116815095046378
ESD,0.1710283,0.18303071,-0.097850084,0.7018921203498739,0.9116920771317343
RALY,0.26448032,0.2606883,0.020834446,0.7019126691657847,0.9115925612006356
SCAMP3,0.087541714,0.0844608,0.051688194,0.7022466179614264,0.9119000373306716
ZNF439,0.13170172,0.14450338,-0.13382816,0.7023159837699138,0.9118639025365806
PLEKHG3,0.07191113,0.077432744,-0.10672736,0.7023570906042819,0.9117910922996226
MTFMT,0.21382448,0.21784836,-0.026897192,0.7023622290197958,0.9116716149230388
SRI,0.07534099,0.0812302,-0.108579636,0.7026782677095667,0.9119556657423094
AP1B1,0.17091288,0.16435654,0.05643177,0.702799044036955,0.9119862560379961
ENSG00000267168,0.07359547,0.07445783,-0.016806364,0.7028375912527871,0.9119101481307771
PODXL,0.07508065,0.07595316,-0.016668797,0.7029558074788083,0.911937415067226
GNPTG,0.11749569,0.12246307,-0.059738398,0.7029943578013804,0.911861338986942
MRPL19,0.32010195,0.33337218,-0.058602095,0.703261661037237,0.9120819607203977
SNHG22,0.14671785,0.15123779,-0.04377389,0.7033696208212692,0.9120958925425221
BMAL1,0.1659757,0.1701502,-0.035836697,0.7034236029562191,0.9120398345681657
CDK2AP2,0.052876238,0.051367085,0.041774273,0.703631833764119,0.912183759067979
TMEM100,0.06312907,0.06926634,-0.13384795,0.7036395464432132,0.9120677293078512
TTC38,0.18240519,0.20067622,-0.13772225,0.7036678265274077,0.9119783876889264
CDCA2,0.09392409,0.0863078,0.12200284,0.703994362629161,0.9122755677053577
ANKS3,0.15758158,0.16183229,-0.03840041,0.704048362048032,0.912219546020527
ENSG00000222017,0.08565341,0.09084867,-0.084953785,0.7041563653619372,0.9122335017710155
MAX,0.5237856,0.5541252,-0.08123547,0.704663031929392,0.9127638500015953
GANAB,0.118214205,0.115137026,0.03805113,0.7046733209337553,0.9126511729708024
FAM199X,0.08846676,0.087487645,0.01605606,0.7049099829440006,0.9128316714949088
TIMP2,0.078231156,0.07624906,0.037023067,0.7050180337940843,0.9128455966127657
TARS1,0.12637123,0.1208094,0.06493473,0.7050746342335287,0.9127929099460419
TMEM106C,0.048481803,0.052115574,-0.10426903,0.7051209448982702,0.9127269184651725
FAM114A1,0.067850634,0.06793905,-0.0018787384,0.7052598834480335,0.9127808285983515
HIRA,0.10618706,0.10286165,0.04590249,0.7052959061583295,0.9127015436658549
RAB5B,0.11806447,0.11622401,0.022666454,0.7053447951790064,0.9126389281987916
SNX8,0.08813838,0.096672945,-0.13334036,0.7056819052136143,0.912949205007464
ADAMTS13,0.059593342,0.06823288,-0.19531274,0.7057719825629512,0.9129398511520209
ST3GAL6-AS1,0.060070403,0.054659724,0.13617373,0.706384617825371,0.9136063529690697
EMC4,0.05230403,0.055277318,-0.07976389,0.706400064872478,0.9135004009143471
PAN3,0.6275482,0.6189703,0.019856155,0.7065339443460226,0.9135476110604167
LIN7B,0.06402212,0.057142653,0.16399956,0.7069691153241314,0.9139843240968721
RTTN,0.32228592,0.33998185,-0.07711625,0.7071339388115713,0.9140714541099698
UBXN2B,0.14570355,0.15895931,-0.1256206,0.7072678680044313,0.9141186303371779
RPL35,0.08402359,0.08825289,-0.070848465,0.7074069579089122,0.9141724626861453
GANC,0.23888518,0.23756063,0.008021593,0.7075022658891237,0.9141697092097174
NAPB,0.15444449,0.15612619,-0.015624046,0.7075872741708791,0.9141536499960324
ENSG00000255467,0.05483602,0.054515883,0.00844717,0.7079453793578696,0.9144903688745054
ELAC2,0.07501068,0.07593614,-0.01769042,0.7083087031362922,0.9148337352456902
IFNAR1,0.13866772,0.14049709,-0.018908262,0.7084710607577986,0.9149174799765543
UBE4A,0.29572785,0.30291063,-0.034621954,0.7085277601914395,0.9148647737566866
HNRNPK-AS1,0.11182415,0.10871104,0.04073286,0.708612812370515,0.9148486866189861
NFIL3,0.07606321,0.083291225,-0.13096428,0.7087623068231195,0.9149157901230747
ZBTB48,0.078940645,0.08328315,-0.07725549,0.708816436891573,0.9148597896432437
PPP2R5D,0.07558602,0.084804334,-0.16601658,0.7088473690194942,0.9147738674196554
PEX11A,0.08175731,0.088282496,-0.11077833,0.7091902322427963,0.9150904633340552
RPL11,0.24228407,0.24248849,-0.00121665,0.7093913373339293,0.9152240823524374
ZBTB44,0.28647053,0.2812994,0.026280046,0.7094222783764228,0.915138156981658
HSBP1,0.06877139,0.07584592,-0.1412611,0.7095305757989996,0.9151520294399524
ENSG00000267383,0.09501406,0.09831321,-0.04924369,0.7095486259400725,0.9150495132054653
RBM22,0.051044233,0.05122544,-0.005112171,0.7095769907768295,0.9149603253804582
CASD1,0.22329174,0.23727825,-0.087649584,0.7095847267112592,0.9148445658932298
TMEM140,0.114433534,0.11880268,-0.05405712,0.7095950413370695,0.9147321623831253
CITED4,0.06056103,0.065525934,-0.1136744,0.7096027773413545,0.9145536447580997
MRPL50,0.07487622,0.076714,-0.034981728,0.7096027773413545,0.9145536447580997
DISC1,0.8647565,0.8725056,-0.012870386,0.7096337216578553,0.9144051059736299
ZNG1E,0.16589731,0.16953236,-0.031270027,0.7096672452078698,0.9143227265229654
ZHX3,0.2861978,0.27838123,0.03995061,0.709827134485203,0.9144031547082485
ALCAM,0.06736475,0.06399288,0.07408142,0.7099509285078363,0.91443706909123
SNX27,0.16479859,0.16612321,-0.011549711,0.7101263164773064,0.9145374195182002
IL12RB2,0.08705816,0.07741049,0.16944838,0.7101675864667829,0.9144650420301066
ENSG00000234185,0.14003281,0.1394364,0.006157875,0.7102294930447898,0.9144192539791708
ZNF787,0.08138316,0.07926757,0.037999153,0.7102914015350192,0.9143734809552073
CLASP1,1.2011021,1.1887443,0.014920399,0.7105390546107866,0.9145668007076965
PSMB7,0.22341649,0.21550237,0.052031755,0.7106035526166241,0.9145243526267719
GTPBP4,0.07799893,0.074193,0.07217026,0.7106396724051773,0.9144453993286756
LMAN2L,0.16355874,0.15798822,0.049991608,0.7107377151068399,0.9144461386632436
MAP1LC3B,0.1400304,0.1364775,0.037076473,0.7107738373087717,0.9143672208461396
ENTPD4,0.1030699,0.10367871,-0.008496523,0.7108047997131597,0.9142816878131155
AVL9,0.4248492,0.43035612,-0.01858008,0.7109363952549974,0.914325601135351
HEATR5A,0.17589408,0.17606716,-0.001418829,0.7110370329535869,0.9143296934170165
IST1,0.41071215,0.40458313,0.021691442,0.711189289301336,0.9144001524222466
ENSG00000259515,0.08432093,0.07597388,0.15038538,0.7112434850192697,0.9143445295218948
GDPD1,0.05101551,0.05749103,-0.17239761,0.7112486465923344,0.9142258942771998
SAT2,0.4013885,0.40390345,-0.009011149,0.7112796163086952,0.9141404603024902
RABEP2,0.090881824,0.09489928,-0.06240487,0.7113854331011694,0.914151230428047
KIAA2013,0.064500235,0.060593423,0.090141535,0.7114912554541695,0.9141620047481536
PLCG1-AS1,0.06748615,0.06257237,0.1090641,0.7117003354641677,0.9143054289093278
SNX25,0.2438308,0.24491799,-0.006418228,0.7117545449324916,0.9142498823325077
EOGT-DT,0.08525238,0.081194185,0.07036281,0.7118035928498521,0.9141877218504192
ZNF281,0.051193137,0.050630476,0.015944004,0.7118190819136345,0.9140824837823323
ESRRA,0.42014554,0.42805,-0.026890159,0.7119275086895912,0.914096604150232
LINS1,0.094025664,0.09900207,-0.074403524,0.7122399136261541,0.914372587526078
KCNJ8,0.106191374,0.107541464,-0.018226147,0.7123122125610648,0.914340289813642
INIP,0.10638266,0.10381143,0.035297394,0.7123845140818148,0.9143080042565782
PDGFA,0.07004803,0.07583082,-0.114438295,0.7128571198006259,0.9147894266132502
PDGFC,0.38110372,0.39400527,-0.04803109,0.7131464192351704,0.9150355176783874
BTBD1,0.38362396,0.38683873,-0.012039423,0.7132833342465803,0.9150860442911823
VAPB,0.20686522,0.21150176,-0.03197837,0.7134615959310187,0.9151895943430157
GNAQ,0.06801023,0.06866254,-0.013771296,0.7137483975545191,0.9154323261594666
ZDBF2,0.097577944,0.100195035,-0.03818369,0.713957710759241,0.9155756208779658
UMPS,0.086811185,0.0955454,-0.13830423,0.7140740051760606,0.915599605926172
NOSIP,0.12617955,0.12533188,0.009724617,0.714076589571883,0.9154778031379348
ENSG00000262633,0.12037043,0.12449086,-0.048558235,0.7141076025775808,0.9153924753904717
UBLCP1,0.089363545,0.09297773,-0.057198286,0.7141437850144511,0.9153137965854617
SMG9,0.07875897,0.07674412,0.03738761,0.7141877216947279,0.9152450764840783
THAP9,0.07448515,0.07845695,-0.07494736,0.7142109826737966,0.9151498824700299
ENSG00000264968,0.06145033,0.06276825,-0.0306139,0.714293690527751,0.9151308759431054
PSME3IP1,0.15864508,0.15840152,0.0022165775,0.7144772105623427,0.915241014404137
DNAJC30,0.051241286,0.05046105,0.022136211,0.7145987047400311,0.915271678890235
ARID1B,1.5253898,1.5156785,0.009214163,0.714709865323987,0.915289101347208
KDM1A,0.16964677,0.17628431,-0.055369616,0.7149141063557165,0.9154257057225784
TTLL11,0.24991739,0.23432039,0.092968464,0.7149580596272747,0.9153570572356838
WDFY1,0.21386193,0.21399216,-0.00087833405,0.7153278216106314,0.9157055017534375
MUSK,0.08405638,0.083482936,0.009875774,0.7154467802300593,0.9157328365782286
ENSG00000223786,0.08359187,0.08314329,0.007762909,0.7154519525007205,0.9156145434949884
NKAPD1,0.052636627,0.049405023,0.091407776,0.7155424693516121,0.9156054892876193
OAT,0.122359805,0.115400195,0.084483385,0.7155450556061222,0.9154839372285066
OS9,0.11800033,0.12265288,-0.055789948,0.7158166304924768,0.9157065213090287
GALC,0.098125614,0.10290062,-0.068549156,0.7163288409563223,0.9162368351536764
CRLF1,0.06198863,0.06078563,0.028272629,0.7163391899588019,0.9161251745083805
PEX11B,0.08401373,0.08386816,0.0025019646,0.7163754118777779,0.916046628627138
CNTNAP5,0.04968633,0.052094452,-0.06827974,0.7163935230765897,0.9159449486923635
FBXO7,0.14623277,0.13790172,0.08462548,0.7164866689045943,0.9159392189212295
GOLGA6L7,0.057186134,0.06342347,-0.14934897,0.716572056285982,0.9159235738521911
SNRPD1,0.066904865,0.06806897,-0.024885893,0.7166548595551281,0.9159046304789826
CDK11B,0.112734266,0.10967694,0.03966546,0.7167454294450226,0.9158956168691368
NUMA1,0.17415531,0.19254161,-0.14479518,0.7167997732913202,0.9158403204438467
PSEN1,0.29627836,0.2955625,0.0034899712,0.7173795301596017,0.916456257074807
ZNF107,0.06782309,0.0717463,-0.08112669,0.7177704403146825,0.9168308061310212
POMT2,0.053359345,0.056151886,-0.073592186,0.7177833856242513,0.916722532524738
PSPC1,0.36768267,0.37034774,-0.010419369,0.7178636483521301,0.9167002516455267
IL18,0.07628115,0.07051605,0.11337352,0.7182701880390334,0.9170945705201704
SFMBT1,0.1689332,0.1683378,0.0050935745,0.718381547224054,0.9170495511335567
RNF4,0.15951788,0.16667406,-0.0633111,0.718381547224054,0.9170495511335567
PTEN,0.5694281,0.5819763,-0.031446636,0.7184851425339618,0.9169946411717629
FBXO25,0.17035075,0.18342589,-0.1066885,0.7185706125601181,0.9169789835472019
MT1E,0.16561426,0.17147033,-0.05013156,0.7185732026158792,0.9168575801634951
CUL5,0.47989973,0.48896608,-0.02700138,0.7186094637360005,0.9167791662729341
PWWP2A,0.32926258,0.3351917,-0.025747776,0.7186793976854948,0.9167437265921567
ENSG00000272447,0.0955419,0.08935824,0.09653187,0.7187674660104673,0.9167314255179723
GTF2H2,0.16327792,0.17383976,-0.09042764,0.7188581284818303,0.916722435967994
RIC1,0.47211075,0.47477406,-0.008115768,0.7189643381236301,0.916733272665928
PPP1R35,0.08281947,0.07973975,0.054670334,0.7191301396328796,0.9168200801787847
GPR135,0.14863618,0.14880012,-0.0015902519,0.7191430934325922,0.9167120248076875
IRF1,0.06743849,0.070591435,-0.065919876,0.719308909193337,0.9167988297856117
ELMO1,0.061452907,0.07807611,-0.3453951,0.7193115001694439,0.916677600460435
PDSS1,0.10542642,0.11025377,-0.06459093,0.7197235063795682,0.9170780845923006
KCNAB1,0.13860162,0.14700028,-0.08487415,0.7199697124816655,0.9172672246744956
GTPBP1,0.05453409,0.055723164,-0.031118393,0.7200293246432374,0.917218618303171
GORASP1,0.07577751,0.077251494,-0.02779293,0.7200656111402625,0.9171403154653737
BMERB1,0.35670733,0.35638547,0.0013023615,0.7202522373705298,0.9172534940966894
CALN1,0.050328597,0.050320465,0.00023317337,0.7203196342730808,0.9172148220344793
ZNF20,0.048220713,0.052651882,-0.12682962,0.7204673966251021,0.9172784794594528
LINC02775,0.049999822,0.0527408,-0.07699537,0.7205996138949858,0.9173223307412153
TMEM106B,0.20384365,0.21301314,-0.06347895,0.7207033195604224,0.9173298798149347
ZNF701,0.10056866,0.10306594,-0.035386562,0.7210741093146542,0.9176773322829742
RPP14,0.073243216,0.07844505,-0.09898591,0.7211493124404141,0.9176485622292101
ILF3-DT,0.1351629,0.13536887,-0.0021967888,0.72129453989962,0.9177088925058632
CLEC20A,0.11165028,0.09752141,0.195194,0.7212997267804908,0.9175910558175682
METTL14,0.11849949,0.1254702,-0.0824635,0.721374937993483,0.9175623194488689
ZNF341,0.07172247,0.076547004,-0.093919516,0.7215746498044762,0.9176919295737557
STX18,0.2018752,0.20909368,-0.050685644,0.7215850249627969,0.9175807406073407
PHRF1,0.07941129,0.082449585,-0.05416727,0.7218029151180645,0.9177334258893727
SCAMP2,0.12758625,0.1246799,0.033243656,0.7219144628629437,0.9177508794824035
TCF20,0.14845687,0.14838752,0.00067424774,0.7221687100486787,0.9179497138161093
PKD1L3,0.07303829,0.07500068,-0.038250208,0.7222180064230096,0.9178880162910696
RPSA,0.17810607,0.17336486,0.038924932,0.722438556953722,0.9180439579222295
COL4A3,0.05028778,0.05599805,-0.15516567,0.7227006528659542,0.9182526442562815
TRIM52,0.1051726,0.11635782,-0.14580798,0.7227162239443916,0.9181480857205527
PRCC,0.12320132,0.12236457,0.009831667,0.7229264447400572,0.9182908075482287
PTGES2,0.15054603,0.1471797,0.032625914,0.7229316356416147,0.9181730886137307
DENND2B-AS1,0.12945841,0.13772853,-0.089338064,0.7229523993753428,0.9180751774417253
FAM76A,0.08347421,0.088802494,-0.089268446,0.7230614123237498,0.9180893450292896
PRPF38A,0.074349806,0.074796826,-0.008647919,0.7230951555659706,0.9180079498673798
ADARB1,0.20867693,0.21117876,-0.017193556,0.7232093674573534,0.9180287221600446
ERMARD,0.087241605,0.09844576,-0.17431092,0.7234845395996659,0.9182537811856148
COPS8,0.1570749,0.15315723,0.036438942,0.7235053087597849,0.9181559322040176
SPEN-AS1,0.09204933,0.09710541,-0.07714391,0.7235857911783314,0.9181338778516508
CCDC92,0.27174795,0.2673237,0.023681283,0.7237649404368125,0.9182370075967782
TULP3,0.09755856,0.09513507,0.036290646,0.7237753263652583,0.9181260291994123
HEATR5A-DT,0.062572196,0.070923865,-0.1807468,0.7237831158449686,0.9180117875973361
VPS52,0.08059283,0.08154501,-0.016944885,0.7241908051884586,0.9184047221246442
ADAM12,0.10323271,0.099753715,0.04945731,0.7243933805854751,0.9185374640698645
IARS2,0.11731218,0.11665229,0.00813818,0.7244635073354895,0.9185022467326435
CREBL2,0.046745226,0.056027398,-0.2613082,0.7246271454089255,0.9185855800873582
GEMIN5,0.08247801,0.08602786,-0.06079364,0.7247752097445275,0.9186491512865654
RAB33B-AS1,0.29035297,0.2873144,0.015177488,0.7248037847487243,0.9185612736069879
GART,0.13794099,0.14001252,-0.02150464,0.7249050992156465,0.9185655916857368
BIN3,0.101579815,0.09611246,0.07981753,0.7250869577749515,0.9186719564948811
REXO1,0.06120553,0.056708373,0.110097885,0.7253182003350552,0.9188408527603954
DDX3X,0.25852048,0.26210085,-0.01984334,0.7254377287822262,0.9188682018948084
SUPT16H,0.13253403,0.13497637,-0.02634406,0.7254507214078436,0.9187606193639833
MRTFB,0.73700404,0.7216765,0.030320138,0.7255364747187358,0.9187452025659576
NBPF12,0.15045552,0.15958683,-0.08500385,0.7255598625826518,0.9186508273617326
LAMP2,0.1359536,0.14337052,-0.07663345,0.7257521724993083,0.9187703255145745
NDUFAF1,0.07702679,0.07915001,-0.039228916,0.7259938838076083,0.9189523229739586
MIRLET7BHG,0.2909251,0.2910011,-0.00037693977,0.7260926554228626,0.9189533647885197
SYNCRIP,0.17239591,0.16639854,0.05108261,0.7261758350527893,0.9189346755415793
POLR3A,0.14674485,0.14759661,-0.008349657,0.7261966304648528,0.9188370582631489
NOC3L,0.103189506,0.095507555,0.111608505,0.7263214071746444,0.9188710143085914
TMEM39A,0.182865,0.18315993,-0.002325058,0.7264565901383933,0.9189181244004861
DYNLL1,0.12311288,0.13235083,-0.1043849,0.7265839818808896,0.9189553677549887
TM9SF3,0.35835496,0.3439132,0.05934465,0.7269662024617255,0.9193148553033977
PNRC2,0.10890571,0.110905305,-0.026248693,0.7270832223528134,0.9193389207700937
SLC26A5,0.105426244,0.10308231,0.032437086,0.7272054499249389,0.9193695635622929
PPIL3,0.10767717,0.124365665,-0.20787406,0.7272262553095112,0.9192719923624137
ZNF8-DT,0.11528862,0.119660445,-0.05369568,0.7273510918397781,0.9193059334016971
ATP2A1,0.050391346,0.05102042,-0.01789856,0.7275253549301242,0.919402327580068
TCEAL3,0.058503658,0.05968759,-0.028903961,0.7277412526274412,0.9195513039933539
NUP153,0.33348185,0.32774907,0.025016546,0.7279259533500152,0.9196608260611154
CCDC40,0.11029068,0.11774098,-0.0943048,0.7279987974172176,0.9196290180918724
SCAND1,0.08489526,0.07681052,0.14437819,0.7281444929226801,0.9196892343296426
MKNK2,0.12643151,0.13670239,-0.11268139,0.7282563729253779,0.9197067291406509
COX19,0.14443769,0.14088885,0.035889387,0.7283656566572778,0.9197209408827162
ACOT13,0.16593938,0.1771839,-0.094590664,0.7284072900077321,0.9196497368930888
MFAP1,0.07350759,0.07746189,-0.07559252,0.7285816383641479,0.9197460886884332
ZNF836,0.05931273,0.05773657,0.03885603,0.7286675165970307,0.9197307467662238
TXLNG,0.12027674,0.1217582,-0.017661095,0.7288809257363041,0.9198763579846658
KHSRP,0.051137745,0.05559479,-0.120559216,0.7289824325791154,0.9198807239350721
S100A1,0.22565992,0.23386024,-0.051496267,0.7294067305361691,0.920292354207953
